tanggal,tahun,bulan,daerah,jumlah_kecelakaan,korban_meninggal,korban_luka_berat,korban_luka_ringan,cuaca,waktu_kejadian,jenis_kendaraan,penyebab_kecelakaan,jenis_jalan,kondisi_jalan,kecepatan_pengendara,geometri_jalan,jenis_kelamin_pengemudi,usia_pengemudi,pengaruh_alkohol
7/26/2023,2023,07,Jakarta Barat,4244,245,23,18,Hujan,Malam,Truk,Kondisi Jalan,Jalan Nasional,Baik,>60,Simpang T,Perempuan,>50,Tidak
6/5/2022,2022,06,Jakarta Barat,2893,404,24,35,Cerah,Pagi,Bus,Kecepatan Berlebih,Jalan Provinsi,Baik,40-60,Simpang T,Laki-laki,17-25,Tidak
10/3/2025,2025,10,Jakarta Barat,1279,325,22,38,Hujan,Dini Hari,Mobil,Kecepatan Berlebih,Jalan Kota,Baik,<40,Tikungan,Perempuan,>50,Ya
3/6/2025,2025,03,Jakarta Barat,3304,271,28,14,Cerah,Pagi,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Berlubang,40-60,Simpang Y,Laki-laki,>50,Tidak
11/6/2022,2022,11,Jakarta Barat,2457,146,29,13,Hujan,Malam,Truk,Kecepatan Berlebih,Jalan Kota,Rusak,<40,Simpang T,Perempuan,>50,Tidak
8/23/2022,2022,08,Jakarta Barat,3547,433,29,8,Cerah,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Provinsi,Baik,<40,Simpang Y,Perempuan,26-45,Ya
9/17/2025,2025,09,Jakarta Barat,3739,464,29,10,Hujan,Malam,Mobil,Kelalaian Pengemudi,Jalan Kota,Rusak,>60,Lurus,Laki-laki,26-45,Ya
7/3/2022,2022,07,Jakarta Barat,3653,233,23,65,Cerah,Siang,Truk,Kecepatan Berlebih,Jalan Kota,Berlubang,40-60,Lurus,Perempuan,26-45,Tidak
4/18/2024,2024,04,Jakarta Barat,2866,431,28,60,Hujan,Siang,Motor,Kondisi Jalan,Jalan Kota,Berlubang,>60,Simpang 4,Perempuan,<17,Ya
9/25/2023,2023,09,Jakarta Barat,2809,257,26,19,Cerah,Siang,Mobil,Kondisi Jalan,Jalan Kota,Berlubang,40-60,Lurus,Laki-laki,>50,Ya
6/21/2022,2022,06,Jakarta Barat,3568,101,25,34,Cerah,Siang,Bus,Rem Blong,Jalan Nasional,Rusak,>60,Simpang T,Perempuan,>50,Ya
8/8/2025,2025,08,Jakarta Barat,2000,210,27,13,Cerah,Malam,Motor,Kecepatan Berlebih,Jalan Provinsi,Berlubang,40-60,Simpang 4,Perempuan,>50,Ya
9/27/2021,2021,09,Jakarta Barat,4722,371,24,52,Hujan,Siang,Motor,Kurang Jarak Aman,Jalan Kota,Baik,40-60,Tikungan,Perempuan,>50,Ya
11/16/2022,2022,11,Jakarta Barat,2514,250,24,42,Hujan,Siang,Bus,Rem Blong,Jalan Nasional,Rusak,>60,Simpang 4,Perempuan,26-45,Tidak
7/18/2025,2025,07,Jakarta Barat,4029,490,29,47,Cerah,Dini Hari,Motor,Kurang Jarak Aman,Jalan Nasional,Rusak,<40,Simpang 4,Laki-laki,<17,Tidak
6/4/2024,2024,06,Jakarta Barat,4027,284,28,20,Cerah,Malam,Motor,Pelanggaran Lalu Lintas,Jalan Provinsi,Berlubang,<40,Simpang 4,Perempuan,26-45,Tidak
11/30/2024,2024,11,Jakarta Barat,3364,123,23,6,Hujan,Malam,Bus,Rem Blong,Jalan Nasional,Rusak,<40,Simpang 4,Perempuan,<17,Ya
10/29/2024,2024,10,Jakarta Barat,3630,488,28,13,Hujan,Dini Hari,Motor,Kondisi Jalan,Jalan Kota,Berlubang,40-60,Tikungan,Laki-laki,<17,Ya
8/24/2024,2024,08,Jakarta Barat,3463,290,28,26,Cerah,Siang,Truk,Rem Blong,Jalan Provinsi,Baik,40-60,Simpang 4,Perempuan,>50,Ya
10/1/2021,2021,10,Jakarta Barat,3179,493,23,3,Hujan,Siang,Bus,Kondisi Jalan,Jalan Kota,Berlubang,<40,Simpang Y,Perempuan,>50,Tidak
6/17/2023,2023,06,Jakarta Barat,4419,212,28,37,Hujan,Dini Hari,Motor,Rem Blong,Jalan Kota,Rusak,>60,Lurus,Perempuan,<17,Tidak
12/11/2022,2022,12,Jakarta Barat,1625,459,29,3,Cerah,Siang,Motor,Kecepatan Berlebih,Jalan Nasional,Berlubang,40-60,Simpang 4,Perempuan,17-25,Tidak
9/8/2023,2023,09,Jakarta Barat,3864,242,24,16,Cerah,Dini Hari,Motor,Rem Blong,Jalan Nasional,Rusak,>60,Tikungan,Laki-laki,17-25,Ya
7/30/2021,2021,07,Jakarta Barat,1292,456,23,2,Hujan,Dini Hari,Bus,Pelanggaran Lalu Lintas,Jalan Nasional,Baik,>60,Lurus,Perempuan,>50,Ya
2/21/2024,2024,02,Jakarta Barat,3364,439,29,7,Hujan,Dini Hari,Motor,Kondisi Jalan,Jalan Kota,Rusak,40-60,Simpang Y,Laki-laki,17-25,Tidak
9/12/2023,2023,09,Jakarta Barat,1707,246,26,13,Hujan,Dini Hari,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,40-60,Lurus,Perempuan,17-25,Tidak
11/12/2024,2024,11,Jakarta Barat,1033,143,20,51,Cerah,Malam,Bus,Kondisi Jalan,Jalan Nasional,Baik,>60,Simpang Y,Laki-laki,<17,Ya
9/28/2023,2023,09,Jakarta Barat,2003,228,24,12,Hujan,Dini Hari,Bus,Kelalaian Pengemudi,Jalan Nasional,Rusak,40-60,Tikungan,Perempuan,17-25,Ya
10/12/2025,2025,10,Jakarta Barat,1034,493,27,57,Hujan,Pagi,Mobil,Kurang Jarak Aman,Jalan Kota,Rusak,>60,Simpang 4,Laki-laki,<17,Tidak
5/4/2025,2025,05,Jakarta Barat,1385,470,30,1,Hujan,Dini Hari,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,<40,Simpang Y,Perempuan,26-45,Tidak
12/22/2025,2025,12,Jakarta Barat,3714,296,22,13,Hujan,Pagi,Bus,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,<40,Tikungan,Perempuan,<17,Ya
4/28/2025,2025,04,Jakarta Barat,1415,129,23,48,Hujan,Pagi,Bus,Pelanggaran Lalu Lintas,Jalan Nasional,Baik,40-60,Lurus,Laki-laki,<17,Tidak
10/22/2024,2024,10,Jakarta Barat,2744,338,26,49,Cerah,Dini Hari,Truk,Kecepatan Berlebih,Jalan Nasional,Berlubang,40-60,Tikungan,Laki-laki,<17,Tidak
6/5/2023,2023,06,Jakarta Barat,2367,412,26,19,Hujan,Pagi,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Baik,>60,Simpang 4,Laki-laki,26-45,Ya
4/8/2025,2025,04,Jakarta Barat,2541,377,23,33,Cerah,Malam,Truk,Kondisi Jalan,Jalan Provinsi,Berlubang,40-60,Simpang T,Laki-laki,<17,Tidak
7/27/2022,2022,07,Jakarta Barat,3529,170,28,9,Cerah,Pagi,Motor,Kondisi Jalan,Jalan Provinsi,Rusak,>60,Lurus,Perempuan,>50,Ya
1/26/2023,2023,01,Jakarta Barat,3125,258,21,49,Hujan,Pagi,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Baik,>60,Simpang T,Perempuan,<17,Tidak
10/5/2021,2021,10,Jakarta Barat,2380,344,21,11,Hujan,Siang,Motor,Kurang Jarak Aman,Jalan Nasional,Rusak,40-60,Simpang T,Laki-laki,<17,Tidak
9/17/2025,2025,09,Jakarta Barat,4428,236,24,12,Hujan,Siang,Mobil,Kecepatan Berlebih,Jalan Nasional,Berlubang,40-60,Lurus,Perempuan,17-25,Ya
5/6/2025,2025,05,Jakarta Barat,3777,415,21,68,Cerah,Dini Hari,Truk,Kecepatan Berlebih,Jalan Nasional,Rusak,<40,Simpang T,Perempuan,17-25,Ya
6/2/2021,2021,06,Jakarta Barat,3237,183,22,14,Hujan,Malam,Truk,Kurang Jarak Aman,Jalan Nasional,Rusak,<40,Simpang T,Laki-laki,<17,Tidak
9/11/2023,2023,09,Jakarta Barat,3398,244,24,9,Hujan,Pagi,Truk,Kelalaian Pengemudi,Jalan Provinsi,Rusak,40-60,Simpang T,Laki-laki,>50,Tidak
7/1/2024,2024,07,Jakarta Barat,2280,312,24,25,Cerah,Pagi,Bus,Kurang Jarak Aman,Jalan Provinsi,Rusak,<40,Simpang T,Laki-laki,<17,Tidak
9/26/2021,2021,09,Jakarta Barat,1728,140,25,7,Hujan,Malam,Bus,Rem Blong,Jalan Nasional,Rusak,40-60,Simpang 4,Perempuan,17-25,Tidak
5/17/2022,2022,05,Jakarta Barat,2369,426,28,20,Cerah,Dini Hari,Bus,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,40-60,Simpang Y,Perempuan,26-45,Ya
5/25/2024,2024,05,Jakarta Barat,2423,447,22,17,Cerah,Pagi,Motor,Rem Blong,Jalan Kota,Baik,40-60,Simpang 4,Laki-laki,26-45,Tidak
4/6/2022,2022,04,Jakarta Barat,3329,495,24,7,Hujan,Pagi,Bus,Kurang Jarak Aman,Jalan Kota,Rusak,40-60,Simpang T,Perempuan,17-25,Ya
7/1/2023,2023,07,Jakarta Barat,2277,423,25,14,Cerah,Dini Hari,Motor,Kondisi Jalan,Jalan Nasional,Baik,40-60,Tikungan,Perempuan,26-45,Tidak
12/1/2023,2023,12,Jakarta Barat,1252,441,21,30,Hujan,Siang,Truk,Kecepatan Berlebih,Jalan Provinsi,Rusak,>60,Simpang Y,Perempuan,>50,Tidak
3/4/2025,2025,03,Jakarta Barat,1696,438,29,36,Hujan,Siang,Bus,Kelalaian Pengemudi,Jalan Provinsi,Rusak,<40,Simpang Y,Perempuan,26-45,Ya
9/7/2024,2024,09,Jakarta Barat,2892,127,25,2,Hujan,Dini Hari,Truk,Kelalaian Pengemudi,Jalan Nasional,Berlubang,>60,Tikungan,Perempuan,26-45,Ya
5/31/2023,2023,05,Jakarta Barat,2139,370,30,31,Hujan,Pagi,Mobil,Kelalaian Pengemudi,Jalan Kota,Baik,>60,Tikungan,Laki-laki,>50,Tidak
6/17/2022,2022,06,Jakarta Barat,4034,495,20,66,Hujan,Pagi,Mobil,Kurang Jarak Aman,Jalan Provinsi,Rusak,40-60,Simpang Y,Laki-laki,>50,Ya
3/22/2025,2025,03,Jakarta Barat,4621,228,24,4,Cerah,Pagi,Truk,Rem Blong,Jalan Nasional,Rusak,<40,Simpang 4,Perempuan,17-25,Ya
6/18/2023,2023,06,Jakarta Barat,3732,213,25,3,Hujan,Malam,Mobil,Kelalaian Pengemudi,Jalan Kota,Baik,>60,Tikungan,Perempuan,26-45,Ya
12/18/2022,2022,12,Jakarta Barat,2891,481,28,8,Hujan,Dini Hari,Truk,Rem Blong,Jalan Provinsi,Rusak,<40,Tikungan,Perempuan,26-45,Tidak
3/21/2023,2023,03,Jakarta Barat,3111,417,22,23,Hujan,Dini Hari,Mobil,Kurang Jarak Aman,Jalan Kota,Rusak,>60,Tikungan,Laki-laki,26-45,Tidak
10/21/2022,2022,10,Jakarta Barat,2477,301,26,41,Cerah,Malam,Truk,Kurang Jarak Aman,Jalan Kota,Rusak,>60,Lurus,Perempuan,17-25,Ya
8/9/2022,2022,08,Jakarta Barat,1703,232,20,57,Cerah,Siang,Mobil,Kondisi Jalan,Jalan Kota,Baik,40-60,Simpang 4,Perempuan,17-25,Ya
6/17/2021,2021,06,Jakarta Barat,3396,207,25,45,Cerah,Siang,Mobil,Kondisi Jalan,Jalan Nasional,Rusak,>60,Simpang 4,Perempuan,>50,Tidak
9/11/2024,2024,09,Jakarta Barat,3591,284,30,3,Hujan,Siang,Motor,Kecepatan Berlebih,Jalan Provinsi,Rusak,40-60,Lurus,Laki-laki,26-45,Tidak
1/15/2021,2021,01,Jakarta Barat,1349,410,28,24,Hujan,Pagi,Bus,Kurang Jarak Aman,Jalan Kota,Berlubang,<40,Lurus,Laki-laki,26-45,Ya
6/21/2023,2023,06,Jakarta Barat,1525,364,20,27,Hujan,Malam,Truk,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,40-60,Simpang 4,Laki-laki,>50,Ya
11/22/2024,2024,11,Jakarta Barat,1945,129,30,5,Hujan,Malam,Truk,Kondisi Jalan,Jalan Nasional,Berlubang,<40,Simpang T,Laki-laki,>50,Ya
2/16/2022,2022,02,Jakarta Barat,3370,163,25,34,Hujan,Siang,Bus,Kecepatan Berlebih,Jalan Provinsi,Rusak,40-60,Simpang 4,Perempuan,<17,Ya
3/21/2024,2024,03,Jakarta Barat,4745,194,28,38,Cerah,Pagi,Truk,Kondisi Jalan,Jalan Nasional,Berlubang,<40,Tikungan,Laki-laki,<17,Tidak
3/1/2025,2025,03,Jakarta Barat,2559,428,25,25,Cerah,Siang,Motor,Rem Blong,Jalan Provinsi,Baik,40-60,Lurus,Perempuan,17-25,Tidak
5/9/2025,2025,05,Jakarta Barat,3132,350,24,3,Hujan,Siang,Mobil,Kurang Jarak Aman,Jalan Kota,Berlubang,>60,Simpang T,Perempuan,>50,Tidak
2/7/2021,2021,02,Jakarta Barat,4428,428,24,43,Cerah,Siang,Mobil,Kecepatan Berlebih,Jalan Provinsi,Berlubang,<40,Lurus,Laki-laki,17-25,Ya
2/6/2022,2022,02,Jakarta Barat,2179,268,27,17,Hujan,Pagi,Truk,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,>60,Simpang 4,Perempuan,17-25,Tidak
1/28/2025,2025,01,Jakarta Barat,4391,438,27,39,Hujan,Pagi,Truk,Kecepatan Berlebih,Jalan Nasional,Rusak,<40,Simpang T,Perempuan,17-25,Tidak
8/13/2025,2025,08,Jakarta Barat,1068,436,20,3,Hujan,Malam,Truk,Kondisi Jalan,Jalan Provinsi,Rusak,40-60,Tikungan,Laki-laki,>50,Ya
6/29/2023,2023,06,Jakarta Barat,3919,250,22,7,Cerah,Siang,Bus,Kondisi Jalan,Jalan Kota,Rusak,<40,Simpang T,Perempuan,26-45,Ya
9/21/2025,2025,09,Jakarta Barat,2569,265,25,27,Hujan,Dini Hari,Bus,Rem Blong,Jalan Nasional,Rusak,40-60,Tikungan,Laki-laki,26-45,Ya
8/20/2021,2021,08,Jakarta Barat,1628,134,28,25,Cerah,Pagi,Truk,Kurang Jarak Aman,Jalan Nasional,Berlubang,40-60,Lurus,Perempuan,17-25,Ya
2/19/2021,2021,02,Jakarta Barat,3862,487,29,17,Cerah,Malam,Mobil,Kurang Jarak Aman,Jalan Provinsi,Rusak,>60,Simpang Y,Laki-laki,>50,Ya
12/21/2021,2021,12,Jakarta Barat,3037,408,20,3,Hujan,Malam,Bus,Pelanggaran Lalu Lintas,Jalan Kota,Baik,<40,Simpang 4,Perempuan,<17,Ya
12/7/2025,2025,12,Jakarta Barat,1958,266,29,33,Hujan,Malam,Bus,Kondisi Jalan,Jalan Provinsi,Berlubang,40-60,Tikungan,Perempuan,17-25,Tidak
3/1/2022,2022,03,Jakarta Barat,3076,391,22,20,Hujan,Dini Hari,Truk,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,>60,Lurus,Laki-laki,17-25,Ya
7/18/2023,2023,07,Jakarta Barat,1125,245,25,15,Hujan,Pagi,Bus,Rem Blong,Jalan Nasional,Rusak,>60,Lurus,Laki-laki,26-45,Ya
4/13/2023,2023,04,Jakarta Barat,2096,219,25,14,Cerah,Siang,Mobil,Kelalaian Pengemudi,Jalan Nasional,Rusak,<40,Simpang T,Perempuan,17-25,Tidak
10/11/2025,2025,10,Jakarta Barat,2929,137,26,11,Cerah,Dini Hari,Mobil,Kelalaian Pengemudi,Jalan Nasional,Baik,<40,Simpang Y,Laki-laki,17-25,Ya
8/16/2021,2021,08,Jakarta Barat,3014,494,20,45,Cerah,Pagi,Mobil,Kecepatan Berlebih,Jalan Provinsi,Berlubang,40-60,Simpang T,Perempuan,26-45,Tidak
2/18/2022,2022,02,Jakarta Barat,3343,250,30,24,Hujan,Malam,Truk,Kurang Jarak Aman,Jalan Provinsi,Rusak,40-60,Simpang Y,Laki-laki,>50,Ya
9/9/2025,2025,09,Jakarta Barat,4142,403,22,19,Cerah,Pagi,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Rusak,<40,Simpang Y,Laki-laki,>50,Ya
4/10/2025,2025,04,Jakarta Barat,4847,155,24,38,Hujan,Malam,Truk,Rem Blong,Jalan Kota,Rusak,>60,Simpang T,Laki-laki,26-45,Ya
1/8/2022,2022,01,Jakarta Barat,2626,238,26,5,Cerah,Siang,Truk,Kondisi Jalan,Jalan Nasional,Berlubang,>60,Simpang T,Perempuan,<17,Tidak
11/2/2023,2023,11,Jakarta Barat,1561,331,29,15,Cerah,Malam,Motor,Rem Blong,Jalan Kota,Berlubang,>60,Lurus,Perempuan,<17,Tidak
10/6/2024,2024,10,Jakarta Barat,4547,396,29,15,Hujan,Dini Hari,Bus,Rem Blong,Jalan Nasional,Baik,<40,Tikungan,Perempuan,>50,Tidak
7/21/2025,2025,07,Jakarta Barat,2735,286,26,8,Cerah,Pagi,Truk,Kelalaian Pengemudi,Jalan Kota,Berlubang,<40,Tikungan,Perempuan,17-25,Tidak
6/22/2024,2024,06,Jakarta Barat,3351,386,24,37,Cerah,Siang,Truk,Rem Blong,Jalan Kota,Rusak,<40,Lurus,Perempuan,26-45,Tidak
4/13/2025,2025,04,Jakarta Barat,1806,157,25,33,Cerah,Malam,Motor,Kurang Jarak Aman,Jalan Provinsi,Berlubang,>60,Lurus,Laki-laki,17-25,Ya
9/22/2022,2022,09,Jakarta Barat,1766,155,22,20,Cerah,Siang,Motor,Kecepatan Berlebih,Jalan Kota,Baik,<40,Lurus,Laki-laki,26-45,Ya
5/1/2023,2023,05,Jakarta Barat,1341,389,26,34,Cerah,Malam,Motor,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,>60,Simpang T,Laki-laki,<17,Ya
6/12/2022,2022,06,Jakarta Barat,3199,204,28,9,Cerah,Malam,Motor,Kelalaian Pengemudi,Jalan Kota,Berlubang,>60,Simpang Y,Laki-laki,17-25,Tidak
7/25/2022,2022,07,Jakarta Barat,2069,388,25,65,Cerah,Siang,Truk,Kecepatan Berlebih,Jalan Kota,Berlubang,40-60,Lurus,Perempuan,17-25,Ya
4/3/2024,2024,04,Jakarta Barat,2943,430,22,6,Hujan,Malam,Mobil,Rem Blong,Jalan Kota,Rusak,<40,Tikungan,Laki-laki,17-25,Tidak
7/30/2023,2023,07,Palembang,2141,431,27,14,Cerah,Dini Hari,Motor,Kondisi Jalan,Jalan Nasional,Baik,>60,Simpang 4,Perempuan,<17,Tidak
2/5/2025,2025,02,Semarang,1386,183,23,17,Hujan,Dini Hari,Truk,Kondisi Jalan,Jalan Nasional,Baik,40-60,Tikungan,Laki-laki,<17,Tidak
12/6/2025,2025,12,Bekasi,4094,331,23,43,Cerah,Pagi,Mobil,Kondisi Jalan,Jalan Kota,Baik,>60,Simpang T,Laki-laki,26-45,Ya
1/5/2021,2021,01,Yogyakarta,1418,366,29,45,Hujan,Dini Hari,Mobil,Rem Blong,Jalan Provinsi,Rusak,<40,Lurus,Laki-laki,26-45,Ya
5/6/2023,2023,05,Surabaya,1481,444,25,22,Cerah,Dini Hari,Truk,Kurang Jarak Aman,Jalan Nasional,Rusak,>60,Tikungan,Perempuan,>50,Tidak
7/12/2024,2024,07,Medan,4081,189,24,48,Hujan,Dini Hari,Motor,Kondisi Jalan,Jalan Kota,Baik,>60,Lurus,Laki-laki,<17,Tidak
6/15/2024,2024,06,Semarang,3048,333,25,32,Hujan,Siang,Mobil,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,40-60,Tikungan,Perempuan,17-25,Ya
6/30/2025,2025,06,Bekasi,1468,443,30,5,Cerah,Siang,Bus,Kondisi Jalan,Jalan Provinsi,Baik,40-60,Simpang 4,Laki-laki,26-45,Tidak
4/9/2022,2022,04,Yogyakarta,3673,481,29,54,Hujan,Dini Hari,Truk,Kondisi Jalan,Jalan Nasional,Baik,>60,Tikungan,Perempuan,17-25,Ya
10/28/2023,2023,10,Bandung,4696,250,21,13,Hujan,Siang,Truk,Kurang Jarak Aman,Jalan Provinsi,Berlubang,>60,Simpang T,Perempuan,>50,Tidak
12/29/2022,2022,12,Semarang,2594,477,21,15,Hujan,Malam,Bus,Rem Blong,Jalan Provinsi,Baik,>60,Lurus,Laki-laki,26-45,Ya
3/26/2024,2024,03,Yogyakarta,3786,112,28,56,Hujan,Malam,Motor,Kurang Jarak Aman,Jalan Nasional,Berlubang,>60,Lurus,Laki-laki,17-25,Tidak
11/7/2021,2021,11,Yogyakarta,3695,244,24,12,Cerah,Malam,Truk,Kecepatan Berlebih,Jalan Provinsi,Berlubang,>60,Tikungan,Perempuan,17-25,Tidak
11/9/2023,2023,11,Medan,4646,378,26,17,Hujan,Dini Hari,Mobil,Kecepatan Berlebih,Jalan Provinsi,Rusak,40-60,Simpang T,Laki-laki,26-45,Ya
2/13/2022,2022,02,Jakarta Timur,1721,293,28,24,Hujan,Malam,Truk,Kurang Jarak Aman,Jalan Provinsi,Rusak,>60,Simpang 4,Laki-laki,17-25,Tidak
1/1/2023,2023,01,Makassar,4851,191,25,5,Hujan,Malam,Bus,Kurang Jarak Aman,Jalan Nasional,Rusak,>60,Lurus,Perempuan,17-25,Ya
8/19/2021,2021,08,Jakarta Selatan,2325,399,26,18,Hujan,Malam,Bus,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,40-60,Simpang 4,Perempuan,17-25,Ya
1/20/2022,2022,01,Semarang,4317,170,21,10,Hujan,Malam,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,<40,Lurus,Perempuan,26-45,Ya
9/19/2025,2025,09,Surabaya,3763,142,22,15,Hujan,Dini Hari,Truk,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,40-60,Lurus,Perempuan,<17,Tidak
5/22/2024,2024,05,Palembang,1427,213,29,12,Cerah,Siang,Truk,Kondisi Jalan,Jalan Nasional,Rusak,>60,Simpang T,Perempuan,17-25,Ya
6/22/2023,2023,06,Makassar,3050,471,25,37,Hujan,Dini Hari,Motor,Rem Blong,Jalan Kota,Rusak,<40,Tikungan,Perempuan,17-25,Ya
8/20/2021,2021,08,Jakarta Selatan,4458,215,27,7,Cerah,Pagi,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Baik,>60,Simpang Y,Perempuan,<17,Tidak
10/27/2024,2024,10,Yogyakarta,2603,439,22,18,Cerah,Malam,Mobil,Kurang Jarak Aman,Jalan Kota,Baik,<40,Tikungan,Perempuan,>50,Tidak
2/12/2021,2021,02,Bandung,2356,489,29,54,Cerah,Malam,Bus,Kecepatan Berlebih,Jalan Nasional,Berlubang,<40,Lurus,Laki-laki,>50,Tidak
5/29/2021,2021,05,Medan,3199,489,24,35,Hujan,Malam,Bus,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,>60,Simpang 4,Perempuan,17-25,Tidak
10/26/2024,2024,10,Medan,1916,141,29,59,Hujan,Dini Hari,Bus,Pelanggaran Lalu Lintas,Jalan Kota,Berlubang,40-60,Simpang 4,Perempuan,>50,Ya
10/12/2023,2023,10,Bandung,1473,149,22,5,Cerah,Malam,Mobil,Kurang Jarak Aman,Jalan Nasional,Berlubang,<40,Simpang T,Laki-laki,<17,Tidak
1/19/2022,2022,01,Makassar,3594,464,25,69,Hujan,Pagi,Bus,Kecepatan Berlebih,Jalan Kota,Berlubang,40-60,Simpang Y,Laki-laki,26-45,Tidak
4/26/2025,2025,04,Jakarta Selatan,2037,280,27,57,Hujan,Siang,Mobil,Kelalaian Pengemudi,Jalan Nasional,Baik,40-60,Tikungan,Laki-laki,>50,Ya
4/14/2022,2022,04,Bekasi,4633,330,23,9,Hujan,Malam,Motor,Kurang Jarak Aman,Jalan Nasional,Rusak,>60,Tikungan,Laki-laki,17-25,Tidak
2/25/2023,2023,02,Surabaya,3098,385,26,7,Hujan,Pagi,Bus,Kondisi Jalan,Jalan Provinsi,Rusak,>60,Simpang Y,Perempuan,<17,Tidak
3/23/2021,2021,03,Surabaya,1746,182,29,49,Cerah,Dini Hari,Truk,Kecepatan Berlebih,Jalan Kota,Baik,<40,Lurus,Laki-laki,>50,Tidak
4/27/2022,2022,04,Makassar,2759,168,22,11,Hujan,Dini Hari,Truk,Kelalaian Pengemudi,Jalan Nasional,Berlubang,>60,Simpang Y,Perempuan,26-45,Ya
10/31/2025,2025,10,Surabaya,4308,197,27,33,Cerah,Dini Hari,Bus,Kondisi Jalan,Jalan Nasional,Baik,>60,Simpang Y,Perempuan,<17,Ya
10/18/2025,2025,10,Palembang,3762,139,29,21,Hujan,Malam,Truk,Pelanggaran Lalu Lintas,Jalan Nasional,Berlubang,40-60,Simpang 4,Perempuan,<17,Tidak
8/19/2021,2021,08,Jakarta Selatan,4381,384,28,7,Cerah,Pagi,Motor,Pelanggaran Lalu Lintas,Jalan Kota,Baik,<40,Tikungan,Laki-laki,<17,Tidak
9/21/2025,2025,09,Semarang,1040,215,29,43,Cerah,Pagi,Truk,Kurang Jarak Aman,Jalan Provinsi,Berlubang,>60,Lurus,Laki-laki,<17,Tidak
7/10/2025,2025,07,Palembang,1343,174,29,7,Hujan,Malam,Motor,Rem Blong,Jalan Nasional,Baik,40-60,Simpang T,Laki-laki,17-25,Tidak
6/3/2025,2025,06,Medan,3490,208,22,42,Hujan,Dini Hari,Mobil,Rem Blong,Jalan Provinsi,Berlubang,>60,Simpang Y,Perempuan,26-45,Tidak
4/30/2023,2023,04,Surabaya,4481,412,22,32,Hujan,Dini Hari,Mobil,Kondisi Jalan,Jalan Nasional,Berlubang,<40,Lurus,Perempuan,<17,Tidak
11/17/2025,2025,11,Yogyakarta,1385,175,20,3,Cerah,Pagi,Motor,Kurang Jarak Aman,Jalan Kota,Berlubang,<40,Tikungan,Perempuan,>50,Ya
10/11/2022,2022,10,Jakarta Timur,2773,290,29,38,Cerah,Pagi,Bus,Kelalaian Pengemudi,Jalan Kota,Baik,40-60,Lurus,Laki-laki,>50,Ya
12/8/2024,2024,12,Medan,4164,223,28,28,Hujan,Siang,Bus,Kondisi Jalan,Jalan Nasional,Berlubang,40-60,Simpang T,Laki-laki,<17,Ya
8/15/2022,2022,08,Bandung,4678,306,27,9,Hujan,Dini Hari,Motor,Kurang Jarak Aman,Jalan Kota,Rusak,40-60,Tikungan,Laki-laki,<17,Ya
4/7/2024,2024,04,Semarang,3909,355,29,3,Cerah,Pagi,Motor,Kurang Jarak Aman,Jalan Kota,Berlubang,<40,Lurus,Perempuan,>50,Tidak
8/11/2022,2022,08,Bekasi,4105,253,26,27,Cerah,Dini Hari,Truk,Pelanggaran Lalu Lintas,Jalan Provinsi,Rusak,40-60,Simpang T,Laki-laki,>50,Tidak
10/3/2022,2022,10,Makassar,3261,475,25,22,Hujan,Siang,Mobil,Kecepatan Berlebih,Jalan Provinsi,Rusak,<40,Simpang 4,Perempuan,17-25,Tidak
7/27/2025,2025,07,Semarang,4811,450,20,15,Cerah,Dini Hari,Mobil,Kurang Jarak Aman,Jalan Provinsi,Rusak,>60,Lurus,Perempuan,<17,Ya
9/28/2024,2024,09,Palembang,1904,129,27,24,Cerah,Dini Hari,Bus,Rem Blong,Jalan Nasional,Berlubang,<40,Simpang T,Perempuan,>50,Tidak
12/20/2021,2021,12,Bekasi,3354,482,28,24,Cerah,Malam,Motor,Kecepatan Berlebih,Jalan Kota,Berlubang,<40,Tikungan,Laki-laki,17-25,Ya
9/2/2022,2022,09,Makassar,2380,180,29,31,Hujan,Malam,Mobil,Kecepatan Berlebih,Jalan Kota,Rusak,40-60,Tikungan,Perempuan,<17,Ya
11/22/2025,2025,11,Palembang,1420,265,25,35,Cerah,Pagi,Mobil,Pelanggaran Lalu Lintas,Jalan Nasional,Rusak,40-60,Tikungan,Laki-laki,>50,Ya
